Academic Year,Roll Number,Official School Name,Address 1,Address 2,Address 3,Address 4,Eircode,School Latitude,School Longitude,School Planning area,County,Local Authority,Principal Name,Email,Phone,Ethos/Religion,Post Primary School Type,Irish Classification - Post Primary,School Gender - Post Primary,Pupil Attendance Type,Fee Paying School (Y/N),Island Location (Y/N),Gaeltacht Area Location (Y/N),DEIS (Y/N),FEMALE,MALE,Total 2024-2025
2024.0,71050P,St Colman's Community College,Youghal Road,Midleton,Co Cork,,P25W658,51.910268,-8.167466,Midleton_Carrigtwohill,Cork,Cork County Council,MAIRIN LALLY,mlally@colmans.ie,0214631696,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,481.0,644.0,1125
2024.0,71101G,St Aidan's Community College,Dublin Hill,Cork,,,T23YE02,51.921144,-8.462545,Gurranbraher_CorkCity,Cork,Cork City Council,MRS SHEILA CURLEY,ACCoffice@corketb.ie,0214309598,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,155.0,174.0,329
2024.0,71102I,Schull Community College,Colla Road,Schull,,,P81RH21,51.522334,-9.546582,Schull,Cork,Cork County Council,S. BUCKLEY,office@schullcommunitycollege.com,02828315,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,192.0,167.0,359
2024.0,71103K,Coláiste Choilm,Ballincollig,Co. Cork,,,P31NY77,51.889646,-8.580323,Ballincollig,Cork,Cork City Council,MS MICHELLE SLINEY,office@colaistechoilm.ie,0214873308,INTER DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,N,680.0,684.0,1364
2024.0,71110H,Nagle Community College,Avenue de Rennes,Mahon,Blackrock,,T12WT21,51.891283,-8.402976,Ballintemple_CorkCity,Cork,Cork City Council,MR JIM SULLIVAN,office@naglecc.ie,0214358633,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,120.0,177.0,297
2024.0,71123Q,Terence Mac Swiney Community College,Hollyhill,Knocknaheeny,Cork,,T23DY01,51.904105,-8.503896,Gurranbraher_CorkCity,Cork,Cork City Council,PHIL O FLYNN,tmscc@tms.corketb.ie,0214397740,INTER DENOMINATIONAL,Vocational,Some pupils taught some subjects through Irish,Mixed,Day,N,N,N,Y,151.0,155.0,306
2024.0,71124S,Coláiste Daibhéid,Teach Buckingham,Sráid Mhuilinn na Sábhadóireachta,Corcaigh,,T12VP03,51.89369,-8.466806,Glasheen_CorkCity,Cork,Cork City Council,TADHG O LAIGHIN,oifig@colaistedaibheid.ie,0214917733,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,93.0,90.0,183
2024.0,71140Q,Crana College,Crana Road,Buncrana,Co. Donegal,,F93D568,55.134984,-7.457677,Buncrana,Donegal,Donegal County Council,MR KEVIN COOLEY,cranacollege@donegaletb.ie,0749361113,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,308.0,296.0,604
2024.0,71150T,Coláiste na Carraige,Carrick,Co. Donegal,,,F94AE20,54.655322,-8.633111,Carrick,Donegal,Donegal County Council,CAROLINE UÍ GHALLCHÓIR,cnc@donegaletb.ie,0749739071,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,Y,Y,123.0,92.0,215
2024.0,71180F,Abbey Vocational School,The Glebe,Donegal Town,Co. Donegal,,F94A409,54.648582,-8.112509,Donegal,Donegal,Donegal County Council,ALAN THOMPSON,abbeyvs@donegaletb.ie,074 97 21105,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,459.0,540.0,999
2024.0,71200I,Errigal College,Windyhall,Letterkenny,Co Donegal,,F92FC82,54.963152,-7.733617,Letterkenny,Donegal,Donegal County Council,DANNY MCFADDEN,dannymcfadden@donegaletb.ie,0749121047,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,243.0,304.0,547
2024.0,71220O,Mulroy College,Milford,Letterkenny,Co Donegal,,F92FX36,55.092693,-7.704289,Milford,Donegal,Donegal County Council,MS FIONA TEMPLE,fionatemple@donegaletb.ie,0749153346,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,268.0,360.0,628
2024.0,71230R,Deele College,Raphoe,Lifford,Co Donegal,,F93D237,54.873891,-7.60333,Raphoe,Donegal,Donegal County Council,MR. JOE BOYLE,deelecollege@donegaletb.ie,0749145493,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,400.0,431.0,831
2024.0,71240U,Finn Valley College,Drumboe Lower,Stranorlar,Lifford,Co Donegal,F93AE27,54.807187,-7.775364,Stranorlar,Donegal,Donegal County Council,SEAN MCFADDEN,fvcprincipal@donegaletb.ie,0749131684,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,200.0,224.0,424
2024.0,71241W,St. Catherine's Vocational School,Donegal Road,Killybegs,Co. Donegal,,F94A004,54.639241,-8.437367,Killybegs,Donegal,Donegal County Council,ANN MARIE LUBY,stcatherines@donegaletb.ie,0749731491,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,175.0,191.0,366
2024.0,71242B,Gairm Scoil Chú Uladh,Béal an Átha Móir,An Clochán,Leifear,Co Dhún na nGall,F93DK03,54.866204,-8.044476,Glenties,Donegal,Donegal County Council,CIARAN MAC RUAIDHIN,gcu@donegaletb.ie,0749546133,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,Y,44.0,52.0,96
2024.0,71244F,Gairmscoil Mhic Diarmada,An Leadhbgarbh,Árainn Mhór,Co Dhún na nGall,,F92YP83,54.985237,-8.492998,Dungloe,Donegal,Donegal County Council,DERVAL NEWMAN,gsmhicd@donegaletb.ie,0749520747,MULTI DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,Y,Y,Y,29.0,37.0,66
2024.0,71250A,Colaiste Cholmcille,Indreabhán,Co na Gaillimhe,,,H91YH30,53.244454,-9.39045,Spiddal_Inverin,Galway,Galway County Council,PEADAR Ó SÉ,ccc@gretb.ie,091593119,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,Y,46.0,53.0,99
2024.0,71270G,Clárin College,"Newford,",Athenry,Co Galway,,H65KC65,53.293103,-8.754475,Athenry,Galway,Galway County Council,SUSAN MCGANN,susan.mcgann@gretb.ie,091844159,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,510.0,592.0,1102
2024.0,71280J,St Brigids College,"St. Brigid's College,",Loughrea,Co. Galway,,H62XF63,53.195716,-8.559336,Loughrea,Galway,Galway County Council,MR SEAN CONNOLLY,stbrigids@gretb.ie,091 841919,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,419.0,335.0,754
2024.0,71290M,Coláiste an Chreagáin,Mountbellew,Ballinasloe,Co Galway,,H53XT54,53.460966,-8.48403,Castleblakeney_Mountbellew,Galway,Galway County Council,MS PAULINE DAVERON ACTING,teresa.silke@gretb.ie,0909679231,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,40.0,63.0,103
2024.0,71300M,COLÁISTE NAOMH ÉINNE,CILL RÓNÁIN,Inis Mór,Oileain Árann,Co na Gaillimhe,H91K5K8,53.125647,-9.671446,Kilronan_Aran Islands,Galway,Galway County Council,STACEY UÍ IARNÁIN,stacey.uiiarnain@gretb.ie,09961184,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,Y,Y,N,31.0,23.0,54
2024.0,71310P,St Killian's College (Coláiste Chilleáin Naofa),New Inn,Ballinasloe,Co Galway,,H53KW93,53.300407,-8.488307,New Inn,Galway,Galway County Council,PAULINE DAVOREN(ACTING P),michelle.hynes@gretb.ie,0909675811,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,74.0,99.0,173
2024.0,71320S,Coláiste Naomh Feichín,Corr na Mona,Co na Gaillimhe,,,F12YV84,53.513811,-9.45129,Cornamona,Galway,Galway County Council,GEAROIDIN NI CHONGHAILE,eolas.feichin@gretb.ie,0949548006,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,N,24.0,38.0,62
2024.0,71330V,Coláiste na Coiribe,Bothar Bhaile na mBúrcach,Cnoc na Cathrach,Gaillimh,,H91RC97,53.269649,-9.123949,Galway City,Galway,Galway City Council,EOGHAN Ó CEALLAIGH,eolas.colaistenacoiribe@gretb.ie,091592000,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,N,327.0,339.0,666
2024.0,71370K,Coláiste Ghobnait,Inis Oírr,Oileáin Árann,Co.na.Gaillimhe,,H91V215,53.063328,-9.52281,Kilronan_Aran Islands,Galway,Galway County Council,BRID NI DHONNACHA,brid.nidhonncha@gretb.ie,09975016,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,Y,Y,N,20.0,18.0,38
2024.0,71380N,Coláiste Na bPiarsach,Ros Muc,Co na Gaillimhe,,,H91R838,53.386845,-9.610517,Rosmuc,Galway,Galway County Council,MR EOIN Ó MAINÍN,piarsach@gretb.ie,091574100,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,Y,22.0,33.0,55
2024.0,71390Q,Archbishop McHale College,"Dublin Road, Tuam",Tuam,Co Galway,Galway,H54KC66,53.510474,-8.845331,Tuam,Galway,Galway County Council,JOHN DAVID KEARNEY,ann.donnellan-daly@gretb.ie,09324237,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,155.0,316.0,471
2024.0,71400Q,Galway Community College,Moneenageisha,Wellpark,Galway,,H91K642,53.283283,-9.033399,Galway City,Galway,Galway City Council,MR BRIAN MELIA,brian.melia@gretb.ie,091755464,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,206.0,248.0,454
2024.0,71410T,Athlone Community College,Retreat Road,Athlone,Co Westmeath,,N37Y985,53.424571,-7.920843,Athlone,Westmeath,Westmeath County Council,MS LISA O'KENNEDY,info.acc@lwetb.ie,0906472625,MULTI DENOMINATIONAL,Vocational,Some pupils taught some subjects through Irish,Mixed,Day,N,N,N,N,572.0,589.0,1161
2024.0,71420W,Castlepollard Community College,Castlepollard,Mullingar,Co Westmeath,,N91EF89,53.674585,-7.305088,Castlepollard,Westmeath,Westmeath County Council,NATASHA GREVILLE,admin.ccc@lwetb.ie,0449661163,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,162.0,172.0,334
2024.0,71430C,Columba College,Killucan,Co Westmeath,,,N91ET78,53.51651,-7.139886,Killucan,Westmeath,Westmeath County Council,MR DERMOT BRADY,admin.cck@lwetb.ie,0449374107,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,109.0,188.0,297
2024.0,71450I,Mullingar Community College,Millmount Road,Mullingar,Co. Westmeath,,N91TC59,53.524192,-7.334499,Mullingar,Westmeath,Westmeath County Council,MR SEAMUS MOHAN,admin.mcc@lwetb.ie,0449340786,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,152.0,223.0,375
2024.0,71470O,Clonaslee College,Clonaslee,Co. Laois,,,R32R972,53.145489,-7.513791,Clonaslee,Laois,Laois County Council,SUZANNE MCMAHON,info@clonasleecollege.ie,0578648044,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,106.0,150.0,256
2024.0,71510A,Portlaoise College,Mountrath Road,Portlaoise,,,R32N795,53.035546,-7.313274,Portlaoise,Laois,Laois County Council,MR NOEL DALY,info@portlaoisecollege.ie,0578621480,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,478.0,474.0,952
2024.0,71520D,St Fergal's College,Rathdowney,Co Laois,,,R32ED72,52.854399,-7.577095,Rathdowney,Laois,Laois County Council,GERRY QUINN,admin@stfc.ie,050546357,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,163.0,205.0,368
2024.0,71540J,Carrigallen Vocational School,Carrigallen,Co. Leitrim,,,H12TD72,53.979744,-7.647818,Carrigallen,Leitrim,Leitrim County Council,DECLAN CONBOY,jimmyguckian@msletb.ie,0494339640,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,150.0,161.0,311
2024.0,71560P,Lough Allen College,Drumkeerin,County Leitrim,,,N41XT98,54.16929,-8.137099,Drumkeerin,Leitrim,Leitrim County Council,FIONA KUEHL,enquiries@loughallencollege.ie,0719648017,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,78.0,89.0,167
2024.0,71570S,Drumshanbo Vocational School,Drumshanbo Vocational School,Drumshanbo,,,N41D623,54.048534,-8.046404,Drumshanbo,Leitrim,Leitrim County Council,MR. MARTIN FALLON,info@dvs.ie,0719641085,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,236.0,231.0,467
2024.0,71600B,Coláiste Abbáin,Adamstown,Enniscorthy,Co Wexford,,Y21K039,52.39272,-6.718883,Adamstown,Wexford,Wexford County Council,JOHN NOLAN (AS PER OR 17-18),info@colaisteabbain.ie,0539240564,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,209.0,252.0,461
2024.0,71610E,Bridgetown College,Bridgetown,Co Wexford,,,Y35R628,52.22854,-6.549777,Bridgetown,Wexford,Wexford County Council,ADRIAN POWER,bridgetowncollege@wwetb.ie,0539135257,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,275.0,362.0,637
2024.0,71620H,Bunclody Community College,Irish Street,Bunclody,Enniscorthy,Co Wexford,Y21FW99,52.6531,-6.651605,Bunclody,Wexford,Wexford County Council,MR JAMES MURPHY,bunclodycommunitycollege@wwetb.ie,0539377590,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,142.0,172.0,314
2024.0,71630K,Enniscorthy Community College,Milehouse Rd,Enniscorthy,Co Wexford,,Y21YX56,52.509809,-6.585328,Enniscorthy,Wexford,Wexford County Council,DR. IAIN WICKHAM,iainwickham@wwetb.ie,0539234185,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,240.0,232.0,472
2024.0,71650Q,Coláiste an Átha,Kilmuckridge,Gorey,Co Wexford,,Y25C952,52.511678,-6.286493,Kilmuckridge,Wexford,Wexford County Council,MS ELIZABETH MARTIN,colaisteanatha@wwetb.ie,0539130169,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,162.0,204.0,366
2024.0,71660T,Kennedy College,New Ross,Co Wexford,,,Y34YW08,52.391005,-6.932853,New Ross,Wexford,Wexford County Council,SARAH ROCHE,kennedycollege@wwetb.ie,051421278,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,63.0,133.0,196
2024.0,71680C,Selskar College (Coláiste Sheilscire),Westgate,Wexford,Co Wexford,,Y35RY27,52.341334,-6.467309,Wexford,Wexford,Wexford County Council,MICHAEL WEAFER,selskarcollege@wwetb.ie,0539122753,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,139.0,251.0,390
2024.0,71690F,Ballymahon Vocational School,Ballymahon,Co Longford,,,N39HK23,53.568407,-7.771838,Ballymahon,Longford,Longford County Council,MICHAEL O'ROURKE,coates.bvs@lwetb.ie,0906432211,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,161.0,259.0,420
2024.0,71700F,Colaiste Mhuire,Askeaton,Co Limerick,,,V94P603,52.599762,-8.969576,Askeaton/Foynes/Shanagolden/Pallaskenry,Limerick,Limerick County Council,MR. MORGAN HEAPHY,colaistemhuireaskeaton@lcetb.ie,061392368,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,146.0,148.0,294
2024.0,71710I,Ardscoil Phadraig,Granard,Co Longford,,,N39RR79,53.776775,-7.504764,Granard,Longford,Longford County Council,ROSEMARY JOHNSTON,admin.apg@lwetb.ie,0436686209,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,177.0,193.0,370
2024.0,71720L,Lanesboro Community College,Lanesboro,Co Longford,,,N39NN52,53.669211,-7.983288,Lanesboro,Longford,Longford County Council,MS HAZEL HANNON,Admin.lcc@lwetb.ie,0906500140,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,132.0,149.0,281
2024.0,71730O,Templemichael College,Templemichael,Longford,,,N39DA02,53.731749,-7.786257,Longford_Newtownforbes,Longford,Longford County Council,MS SORCHA NIC DHONNACHA,admin.tcl@lwetb.ie,0433345455,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,165.0,198.0,363
2024.0,71750U,Bush Post Primary School,Riverstown,Dundalk,Co Louth,,A91W320,53.99865,-6.188983,Bush,Louth,Louth County Council,MR. KEVIN JOYCE,bushpp@lmetb.ie,0429376246,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,431.0,423.0,854
2024.0,71761C,St Oliver's Community College,Rathmullen Road,Drogheda,Co. Louth,,A92D766,53.713743,-6.378764,Drogheda,Louth,Louth County Council,MR. JOHN HALPIN,socc@lmetb.ie,0419838390,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,769.0,748.0,1517
2024.0,71770D,Ó Fiaich College,Dublin Road,Dundalk,Co. Louth,,A91WK75,53.986296,-6.392364,Dundalk,Louth,Louth County Council,MR PADRAIG MCGOVERN,info@ofi.ie,0429331398,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,136.0,176.0,312
2024.0,71780G,Scoil Ui Mhuiri,Barn Road,Dunleer,Co. Louth,,A92FY96,53.826474,-6.382968,Dunleer,Louth,Louth County Council,UNA KIRK,ScoilUiMhuiri@lmetb.ie,0416851344,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,302.0,354.0,656
2024.0,71790J,Desmond College,Station Road,Newcastle West,Co. Limerick,,V42DK84,52.455722,-9.052103,Newcastlewest,Limerick,Limerick County Council,MRS VOURNEEN GAVIN-BARRY,vourneen.gavinbarry@lcetb.ie,06962205,MULTI DENOMINATIONAL,Vocational,Some pupils taught all subjects through Irish,Mixed,Day,N,N,N,Y,243.0,272.0,515
2024.0,71840V,Colaiste Chiarain,Skagh,Croom,Co. Limerick,,V35XN29,52.529206,-8.712719,Croom,Limerick,Limerick County Council,"ACTING PRINCIPAL, GERARD O'SULLIVAN",admin@cco.ie,061397700,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,399.0,384.0,783
2024.0,71850B,Hazelwood College,Dromcollogher,Co. Limerick,,,P56HF60,52.34333,-8.903389,Dromcollogher,Limerick,Limerick County Council,BRENDAN BURKE,hazelc@hazelc.ie,06383121,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,285.0,278.0,563
2024.0,71950F,St Peter's College,Dunboyne,Co. Meath,,,A86W864,53.418443,-6.468897,Dunboyne,Meath,Meath County Council,DEIRDER MAYE,stpeterscollege@lmetb.ie,018252552,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,596.0,631.0,1227
2024.0,71960I,Community College Dunshaughlin,Dunshaughlin,Co Meath,,,A85TY22,53.513972,-6.549011,Dunshaughlin,Meath,Meath County Council,BRIDGET BENNETT,dunshauglincc@lmetb.ie,018259137,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,541.0,594.0,1135
2024.0,71970L,Coláiste Clavin,Enfield Road,Longwood,Co Meath,,A83DX96,53.452482,-6.917437,Longwood,Meath,Meath County Council,EIMEAR FLANAGAN,Colaisteclavin@lmetb.ie,0469555018,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,233.0,284.0,517
2024.0,71980O,O'Carolan College,Nobber,Co Meath,,,A82PK51,53.817312,-6.741904,Nobber,Meath,Meath County Council,MR. BRIAN GOGGINS,ocarolancollege@lmetb.ie,0469052177,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,312.0,366.0,678
2024.0,71990R,St Oliver Post Primary,Oldcastle,Co. Meath,,,A82RK76,53.772434,-7.163262,Oldcastle,Meath,Meath County Council,BRENDAN CORCORAN,stoliverpostprimary@lmetb.ie,0498541180,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,293.0,348.0,641
2024.0,71991T,Coláiste Pobail Rath Cairn,Ráth Chairn,"Áth Buí,",Co. na Mí,,C15FK26,53.620068,-6.860762,Athboy,Meath,Meath County Council,RÓISÍN NI DHÚSHLÁINE,cprc@lmetb.ie,0469432722,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,N,72.0,66.0,138
2024.0,72010I,Beaufort College,Trim Rd,Navan,Co Meath,,C15PY53,53.643886,-6.683447,Navan,Meath,Meath County Council,KEN FLYNN,beaufortcollege@lmetb.ie,0469028915,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,290.0,627.0,917
2024.0,72020L,Moyne College,Ballina,County Mayo,,,F26W884,54.113003,-9.147821,Ballina,Mayo,Mayo County Council,SIOBHAN TOWEY,info@moynecollege.ie,09621472,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,78.0,129.0,207
2024.0,72050U,St. Brendan's College,Belmullet,Co. Mayo,,,F26C782,54.214873,-9.979003,Belmullet,Mayo,Mayo County Council,MICHAEL WALSHE (ACTING),stbrendanscollege@msletb.ie,09781437,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,Y,Y,177.0,152.0,329
2024.0,72100J,St. Tiernan's College,Mullinmore Street,Crossmolina,Ballina,Co. Mayo,F26WK25,54.096842,-9.315388,Crossmolina,Mayo,Mayo County Council,MS BRENDA O'MALLEY,TiernansCollege@msletb.ie,09631236,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,66.0,171.0,237
2024.0,72130S,St. Patrick's College,Lacken Cross,Killala,Co Mayo,,F26NW52,54.229406,-9.287924,Lacken_Ballycastle,Mayo,Mayo County Council,MR.BRIAN JENNINGS,StPatricksCollege@msletb.ie,09634177,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,82.0,121.0,203
2024.0,72140V,Colaiste Chomain,Rossport,Ballina,Co Mayo,,F26YR99,54.286091,-9.802662,Ros Dumhach,Mayo,Mayo County Council,MARC O HEIREANCHÁIN,eolas@gcr.ie,09788940,MULTI DENOMINATIONAL,Vocational,All pupils taught all subjects through Irish,Mixed,Day,N,N,Y,Y,16.0,14.0,30
2024.0,72170H,Ballybay Community College,Ballybay,Co Monaghan,,,A75V882,54.123916,-6.901571,Ballybay,Monaghan,Monaghan County Council,ROSEMARY CROARKIN,info@ballybaycc.ie,0429741093,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,N,168.0,177.0,345
2024.0,72171J,Largy College,Analore Rd,Clones,Co Monaghan,,H23FP82,54.17959,-7.225329,Clones,Monaghan,Monaghan County Council,MS S.MAGENNIS,info@largy.ie,04751132,INTER DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,246.0,254.0,500
2024.0,72180K,Inver College,Carrickmacross,Co Monaghan,,,A81V342,53.983568,-6.716104,Carrickmacross,Monaghan,Monaghan County Council,SINEAD MCCOLGAN,info@invercollege.ie,0862337333,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,359.0,341.0,700
2024.0,72190N,Castleblayney College,Dublin Road,Castleblayney,Co Monaghan,,A75NP76,54.114549,-6.732519,Castleblaney,Monaghan,Monaghan County Council,MRS MARY MCARDLE,info@cblayneycollege.com,0429740066,MULTI DENOMINATIONAL,Vocational,No subjects taught through Irish,Mixed,Day,N,N,N,Y,181.0,231.0,412
